Date,August 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,19264237
"Shortterm negotiable securities",002,893682
"Loans and advances to customers (total of items 4 to 13)",003,18736711
"Homeloans",004,5319589
"Commercial mortgages",005,1694568
"Credit cards",006,1228044
"Lease and instalment debtors",007,2541698
"Overdrafts",008,1075148
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,177375
"Trade~ other bills and bankers' acceptances",010,33491
"Term loans",011,4852797
"Factoring accounts",012,79621
"Other",013,1734379
"Government and other dated securities",014,867311
"Less: interest income on trading assets allocated to trading revenue",015,1233467
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,9343945
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,10150636
"Current accounts",018,1367942
"Savings deposits",019,374759
"Term and other deposits (total of items 21 and 22)",020,5069558
"Fixed and notice deposits",021,3536947
"Other",022,1532612
"Negotiable certificates of deposit",023,1872521
"Other deposits and loans",024,1465856
"Other liabilities",025,-90001
"Term debt instruments",026,630291
"Less: interest expense on trading liabilities allocated to trading revenue",027,1346981
"Net Interest Income (item 1 less item 16)",028,9920290
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6726423
"Service charges",030,4533505
"Insurance commission",031,246961
"Exchange commission",032,175455
"Guarantees",033,93050
"Knowledge based fees",034,314063
"Other",035,1363388
"Fee and commission expense (total of items 37 and 38)",036,925259
"Brokerage fees paid",037,24483
"Other fees paid",038,900776
"Net fee and commission income (item 29 less item 36)",039,5801164
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,38647
"Subsidiary companies",047,0
"Other",048,38647
"Net trading income / (loss) (total of items 50 to 55)",049,1323362
"Foreign exchange",050,462109
"Debt securities",051,261974
"Commodities",052,43602
"Derivative instruments",053,325747
"Equities",054,252544
"Other",055,-22615
"Other gains less losses (total of items 57 to 60)",056,-61032
"Fair value gains and losses through profit and loss",057,-88733
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,27701
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,167604
"Rental income",062,70272
"Other",063,97330
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7269743
"Gross operating income / (loss) (total of items 28 and 64)",065,17190035
Table 03
"Description of item",,
"Credit losses",066,3970870
"Operating expenses (total of items 68 to 76)",067,9913301
"Staff",068,5487973
"Computer processing",069,998274
"Communication and travel",070,429447
"Occupation and accommodation",071,823635
"Marketing",072,392770
"Fees and insurances",073,563566
"Office equipment and consumables",074,290756
"Auditors remuneration",075,58293
"Other",076,868586
"Indirect taxation",077,326886
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,2978979
"Nontrading and capital items (total of items 80 to 83)",079,-4000211
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-3999924
"Impairment of property and equipment~ software and other",082,-1873
"Other nontrading and capital items",083,1586
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,-1021232
"Direct taxation",086,712190
"Profit / (loss) for the year (item 85 less 86)",087,-1733421
"Equity holders of the company",088,-1822122
"Preference shareholders and minority shareholders interest",089,1726
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,18934651
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,9776033
