Date,September 2022
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,38579394
"Shortterm negotiable securities",002,1694298
"Loans and advances to customers (total of items 4 to 13)",003,33372562
"Homeloans",004,8512726
"Commercial mortgages",005,2595525
"Credit cards",006,1666299
"Lease and instalment debtors",007,4077241
"Overdrafts",008,2086392
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,604199
"Trade, other bills and bankers' acceptances",010,66395
"Term loans",011,9334137
"Factoring accounts",012,180054
"Other",013,4249593
"Government and other dated securities",014,4039230
"Less: interest income on trading assets allocated to trading revenue",015,526696
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21058166
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,20989901
"Current accounts",018,2419377
"Savings deposits",019,1569754
"Term and other deposits (total of items 21 and 22)",020,12248891
"Fixed and notice deposits",021,7151065
"Other",022,5097828
"Negotiable certificates of deposit",023,2826977
"Other deposits and loans",024,1924900
"Other liabilities",025,416971
"Term debt instruments",026,1195145
"Less: interest expense on trading liabilities allocated to trading revenue",027,1543852
"Net Interest Income (item 1 less item 16)",028,17521229
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,11385159
"Service charges",030,8889631
"Insurance commission",031,254870
"Exchange commission",032,455921
"Guarantees",033,91682
"Knowledge based fees",034,435367
"Other",035,1257686
"Fee and commission expense (total of items 37 and 38)",036,2266330
"Brokerage fees paid",037,32665
"Other fees paid",038,2233664
"Net fee and commission income (item 29 less item 36)",039,9118827
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,21588
"Subsidiary companies",047,0
"Other",048,21588
"Net trading income / (loss) (total of items 50 to 55)",049,647474
"Foreign exchange",050,927005
"Debt securities",051,-815773
"Commodities",052,251308
"Derivative instruments",053,1515631
"Equities",054,-560842
"Other",055,-669854
"Other gains less losses (total of items 57 to 60)",056,174759
"Fair value gains and losses through profit and loss",057,164095
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,10664
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,1209016
"Rental income",062,201518
"Other",063,1007498
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,11171666
"Gross operating income / (loss) (total of items 28 and 64)",065,28692894
Table 3
"Description of item",,-
"Credit losses",066,4131737
"Operating expenses (total of items 68 to 76)",067,16985637
"Staff",068,9727416
"Computer processing",069,2435385
"Communication and travel",070,449980
"Occupation and accommodation",071,931993
"Marketing",072,537545
"Fees and insurances",073,1168516
"Office equipment and consumables",074,316522
"Auditors remuneration",075,113894
"Other",076,1304386
"Indirect taxation",077,428402
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,7147117
"Nontrading and capital items (total of items 80 to 83)",079,-37900
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-3959
"Impairment of property and equipment, software and other",082,-18053
"Other nontrading and capital items",083,-15890
"Share of profit / (loss) of associates and joint ventures",084,5710
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,7114927
"Direct taxation",086,1959203
"Profit / (loss) for the year (item 85 less 86)",087,5155726
"Equity holders of the company",088,5148085
"Minority interest",089,75995
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,32808457
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,20522904
