Date,October 2017
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,32548692
"Shortterm negotiable securities",002,1644356
"Loans and advances to customers (total of items 4 to 13)",003,29602147
"Homeloans",004,7660501
"Commercial mortgages",005,2376560
"Credit cards",006,1508647
"Lease and instalment debtors",007,3613088
"Overdrafts",008,1902736
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,440487
"Trade~ other bills and bankers' acceptances",010,75096
"Term loans",011,6948082
"Factoring accounts",012,117695
"Other",013,4959257
"Government and other dated securities",014,1900736
"Less: interest income on trading assets allocated to trading revenue",015,598548
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,18953157
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,19491412
"Current accounts",018,2444581
"Savings deposits",019,913228
"Term and other deposits (total of items 21 and 22)",020,10801411
"Fixed and notice deposits",021,7892349
"Other",022,2909063
"Negotiable certificates of deposit",023,3383327
"Other deposits and loans",024,1948864
"Other liabilities",025,276399
"Term debt instruments",026,1273677
"Less: interest expense on trading liabilities allocated to trading revenue",027,2088330
"Net Interest Income (item 1 less item 16)",028,13595535
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,8800863
"Service charges",030,6853186
"Insurance commission",031,290380
"Exchange commission",032,307760
"Guarantees",033,65689
"Knowledge based fees",034,316489
"Other",035,967360
"Fee and commission expense (total of items 37 and 38)",036,1358874
"Brokerage fees paid",037,24595
"Other fees paid",038,1334279
"Net fee and commission income (item 29 less item 36)",039,7441990
"Net insurance premium revenue (total of items 41 and 42)",040,85115
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,414502
"Subsidiary companies",047,0
"Other",048,414502
"Net trading income / (loss) (total of items 50 to 55)",049,1610897
"Foreign exchange",050,732073
"Debt securities",051,1895814
"Commodities",052,578256
"Derivative instruments",053,-2705404
"Equities",054,823319
"Other",055,286838
"Other gains less losses (total of items 57 to 60)",056,-356445
"Fair value gains and losses through profit and loss",057,-349708
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-6737
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,474890
"Rental income",062,184297
"Other",063,290593
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,9670948
"Gross operating income / (loss) (total of items 28 and 64)",065,23266482
Table 03
"Description of item",,
"Credit losses",066,2499051
"Operating expenses (total of items 68 to 76)",067,14351791
"Staff",068,7754730
"Computer processing",069,1418683
"Communication and travel",070,500764
"Occupation and accommodation",071,996493
"Marketing",072,606924
"Fees and insurances",073,1118098
"Office equipment and consumables",074,413752
"Auditors remuneration",075,62811
"Other",076,1479535
"Indirect taxation",077,395378
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6020263
"Nontrading and capital items (total of items 80 to 83)",079,-153296
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,0
"Impairment of property and equipment~ software and other",082,-162144
"Other nontrading and capital items",083,8848
"Share of profit / (loss) of associates and joint ventures",084,77283
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,5944250
"Direct taxation",086,1365287
"Profit / (loss) for the year (item 85 less 86)",087,4578962
"Equity holders of the company",088,4432975
"Preference shareholders and minority shareholders interest",089,1036
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,29581248
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,17102735
