Date,February 2017
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,28405447
"Shortterm negotiable securities",002,1342941
"Loans and advances to customers (total of items 4 to 13)",003,24623589
"Homeloans",004,6897616
"Commercial mortgages",005,2043534
"Credit cards",006,1363312
"Lease and instalment debtors",007,3295636
"Overdrafts",008,1687946
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,384577
"Trade~ other bills and bankers' acceptances",010,45007
"Term loans",011,6184417
"Factoring accounts",012,89070
"Other",013,2632476
"Government and other dated securities",014,1961040
"Less: interest income on trading assets allocated to trading revenue",015,-477877
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,16142932
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,15879909
"Current accounts",018,2211681
"Savings deposits",019,794768
"Term and other deposits (total of items 21 and 22)",020,9160394
"Fixed and notice deposits",021,6607971
"Other",022,2552422
"Negotiable certificates of deposit",023,2999377
"Other deposits and loans",024,713687
"Other liabilities",025,200724
"Term debt instruments",026,1111979
"Less: interest expense on trading liabilities allocated to trading revenue",027,1049680
"Net Interest Income (item 1 less item 16)",028,12262516
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,7942889
"Service charges",030,6070440
"Insurance commission",031,277842
"Exchange commission",032,267954
"Guarantees",033,68357
"Knowledge based fees",034,386181
"Other",035,872114
"Fee and commission expense (total of items 37 and 38)",036,1199407
"Brokerage fees paid",037,22959
"Other fees paid",038,1176448
"Net fee and commission income (item 29 less item 36)",039,6743481
"Net insurance premium revenue (total of items 41 and 42)",040,-132298
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,181272
"Subsidiary companies",047,85000
"Other",048,96272
"Net trading income / (loss) (total of items 50 to 55)",049,1294288
"Foreign exchange",050,835901
"Debt securities",051,-298757
"Commodities",052,105427
"Derivative instruments",053,-173517
"Equities",054,562173
"Other",055,263062
"Other gains less losses (total of items 57 to 60)",056,7983
"Fair value gains and losses through profit and loss",057,3697
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,4286
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,344987
"Rental income",062,174305
"Other",063,170682
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,8439714
"Gross operating income / (loss) (total of items 28 and 64)",065,20702229
Table 03
"Description of item",,
"Credit losses",066,2407483
"Operating expenses (total of items 68 to 76)",067,11738082
"Staff",068,6767649
"Computer processing",069,1398858
"Communication and travel",070,414465
"Occupation and accommodation",071,892391
"Marketing",072,460448
"Fees and insurances",073,526499
"Office equipment and consumables",074,341133
"Auditors remuneration",075,54365
"Other",076,882274
"Indirect taxation",077,319890
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6236774
"Nontrading and capital items (total of items 80 to 83)",079,2538
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,0
"Impairment of property and equipment~ software and other",082,-3472
"Other nontrading and capital items",083,6009
"Share of profit / (loss) of associates and joint ventures",084,27421
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6266733
"Direct taxation",086,1430278
"Profit / (loss) for the year (item 85 less 86)",087,4836455
"Equity holders of the company",088,4594159
"Preference shareholders and minority shareholders interest",089,119683
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,25883519
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,17352074
