Date,April 2017
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,30831852
"Shortterm negotiable securities",002,1554906
"Loans and advances to customers (total of items 4 to 13)",003,27519752
"Homeloans",004,7448658
"Commercial mortgages",005,2197565
"Credit cards",006,1480490
"Lease and instalment debtors",007,3425857
"Overdrafts",008,1880762
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,432021
"Trade~ other bills and bankers' acceptances",010,56752
"Term loans",011,6925248
"Factoring accounts",012,104783
"Other",013,3567618
"Government and other dated securities",014,1633671
"Less: interest income on trading assets allocated to trading revenue",015,-123523
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,18206323
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,18323560
"Current accounts",018,2477397
"Savings deposits",019,857611
"Term and other deposits (total of items 21 and 22)",020,10119171
"Fixed and notice deposits",021,7374208
"Other",022,2744964
"Negotiable certificates of deposit",023,3237550
"Other deposits and loans",024,1631830
"Other liabilities",025,-178184
"Term debt instruments",026,1383276
"Less: interest expense on trading liabilities allocated to trading revenue",027,1322330
"Net Interest Income (item 1 less item 16)",028,12625531
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,8374047
"Service charges",030,6408079
"Insurance commission",031,282042
"Exchange commission",032,256672
"Guarantees",033,76614
"Knowledge based fees",034,505837
"Other",035,844802
"Fee and commission expense (total of items 37 and 38)",036,1416187
"Brokerage fees paid",037,25132
"Other fees paid",038,1391054
"Net fee and commission income (item 29 less item 36)",039,6957861
"Net insurance premium revenue (total of items 41 and 42)",040,51002
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,110290
"Subsidiary companies",047,20000
"Other",048,90290
"Net trading income / (loss) (total of items 50 to 55)",049,1956944
"Foreign exchange",050,682400
"Debt securities",051,38343
"Commodities",052,-5990
"Derivative instruments",053,441200
"Equities",054,545849
"Other",055,255139
"Other gains less losses (total of items 57 to 60)",056,82464
"Fair value gains and losses through profit and loss",057,82873
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-408
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,275031
"Rental income",062,184411
"Other",063,90620
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,9433591
"Gross operating income / (loss) (total of items 28 and 64)",065,22059123
Table 03
"Description of item",,
"Credit losses",066,2877694
"Operating expenses (total of items 68 to 76)",067,12591089
"Staff",068,7333515
"Computer processing",069,1314813
"Communication and travel",070,439968
"Occupation and accommodation",071,937481
"Marketing",072,503896
"Fees and insurances",073,788847
"Office equipment and consumables",074,355266
"Auditors remuneration",075,68705
"Other",076,848596
"Indirect taxation",077,305575
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6284762
"Nontrading and capital items (total of items 80 to 83)",079,841
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,0
"Impairment of property and equipment~ software and other",082,11
"Other nontrading and capital items",083,830
"Share of profit / (loss) of associates and joint ventures",084,7837
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6293439
"Direct taxation",086,1167838
"Profit / (loss) for the year (item 85 less 86)",087,5125602
"Equity holders of the company",088,5003453
"Preference shareholders and minority shareholders interest",089,1121
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,25256122
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,16450118
