Date,July 2016
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,28809840
"Shortterm negotiable securities",002,1615447
"Loans and advances to customers (total of items 4 to 13)",003,27808684
"Homeloans",004,7442611
"Commercial mortgages",005,2880643
"Credit cards",006,1308546
"Lease and instalment debtors",007,3381951
"Overdrafts",008,1168883
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,427132
"Trade~ other bills and bankers' acceptances",010,48791
"Term loans",011,6582892
"Factoring accounts",012,111297
"Other",013,4455938
"Government and other dated securities",014,1253679
"Less: interest income on trading assets allocated to trading revenue",015,1867969
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,16376764
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,19025960
"Current accounts",018,3383133
"Savings deposits",019,873242
"Term and other deposits (total of items 21 and 22)",020,10214923
"Fixed and notice deposits",021,6817566
"Other",022,3397357
"Negotiable certificates of deposit",023,2027535
"Other deposits and loans",024,2527127
"Other liabilities",025,-421686
"Term debt instruments",026,1234327
"Less: interest expense on trading liabilities allocated to trading revenue",027,3461837
"Net Interest Income (item 1 less item 16)",028,12433077
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,7699452
"Service charges",030,5930654
"Insurance commission",031,308030
"Exchange commission",032,250650
"Guarantees",033,88459
"Knowledge based fees",034,268126
"Other",035,853533
"Fee and commission expense (total of items 37 and 38)",036,1057367
"Brokerage fees paid",037,26115
"Other fees paid",038,1031252
"Net fee and commission income (item 29 less item 36)",039,6642086
"Net insurance premium revenue (total of items 41 and 42)",040,23178
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,287347
"Subsidiary companies",047,114704
"Other",048,172642
"Net trading income / (loss) (total of items 50 to 55)",049,2307837
"Foreign exchange",050,871163
"Debt securities",051,466927
"Commodities",052,-383978
"Derivative instruments",053,895720
"Equities",054,205539
"Other",055,252467
"Other gains less losses (total of items 57 to 60)",056,231432
"Fair value gains and losses through profit and loss",057,227199
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,4232
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,-81304
"Rental income",062,154393
"Other",063,-235697
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,9410575
"Gross operating income / (loss) (total of items 28 and 64)",065,21843654
Table 03
"Description of item",,
"Credit losses",066,2182463
"Operating expenses (total of items 68 to 76)",067,12431819
"Staff",068,7090951
"Computer processing",069,1388662
"Communication and travel",070,429629
"Occupation and accommodation",071,975120
"Marketing",072,492584
"Fees and insurances",073,750660
"Office equipment and consumables",074,319807
"Auditors remuneration",075,58590
"Other",076,925814
"Indirect taxation",077,353097
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6876275
"Nontrading and capital items (total of items 80 to 83)",079,-103531
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-299844
"Impairment of property and equipment~ software and other",082,197443
"Other nontrading and capital items",083,-1130
"Share of profit / (loss) of associates and joint ventures",084,28980
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6801725
"Direct taxation",086,1558232
"Profit / (loss) for the year (item 85 less 86)",087,5243493
"Equity holders of the company",088,4914912
"Preference shareholders and minority shareholders interest",089,184222
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,27047376
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,19124115
