Date,June 2016
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,28780626
"Shortterm negotiable securities",002,1524270
"Loans and advances to customers (total of items 4 to 13)",003,25986584
"Homeloans",004,7217231
"Commercial mortgages",005,2785437
"Credit cards",006,1430663
"Lease and instalment debtors",007,3436248
"Overdrafts",008,1571657
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,384129
"Trade~ other bills and bankers' acceptances",010,50769
"Term loans",011,6374886
"Factoring accounts",012,122080
"Other",013,2613484
"Government and other dated securities",014,1964807
"Less: interest income on trading assets allocated to trading revenue",015,695034
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,16062661
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,17494634
"Current accounts",018,2087110
"Savings deposits",019,831606
"Term and other deposits (total of items 21 and 22)",020,10134564
"Fixed and notice deposits",021,6742077
"Other",022,3392487
"Negotiable certificates of deposit",023,2394892
"Other deposits and loans",024,2046462
"Other liabilities",025,35237
"Term debt instruments",026,1266076
"Less: interest expense on trading liabilities allocated to trading revenue",027,2733285
"Net Interest Income (item 1 less item 16)",028,12717965
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,8332685
"Service charges",030,6058651
"Insurance commission",031,305688
"Exchange commission",032,282382
"Guarantees",033,85565
"Knowledge based fees",034,679640
"Other",035,920760
"Fee and commission expense (total of items 37 and 38)",036,1246248
"Brokerage fees paid",037,33872
"Other fees paid",038,1212376
"Net fee and commission income (item 29 less item 36)",039,7086437
"Net insurance premium revenue (total of items 41 and 42)",040,12246
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,6443
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,1058597
"Subsidiary companies",047,808635
"Other",048,249962
"Net trading income / (loss) (total of items 50 to 55)",049,2186308
"Foreign exchange",050,575749
"Debt securities",051,-355077
"Commodities",052,206276
"Derivative instruments",053,1180257
"Equities",054,-50289
"Other",055,629393
"Other gains less losses (total of items 57 to 60)",056,254891
"Fair value gains and losses through profit and loss",057,214971
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,39920
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,450895
"Rental income",062,121970
"Other",063,328925
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,11055815
"Gross operating income / (loss) (total of items 28 and 64)",065,23773779
Table 03
"Description of item",,
"Credit losses",066,3459605
"Operating expenses (total of items 68 to 76)",067,12329742
"Staff",068,6850690
"Computer processing",069,1463915
"Communication and travel",070,475576
"Occupation and accommodation",071,894943
"Marketing",072,527063
"Fees and insurances",073,831661
"Office equipment and consumables",074,307634
"Auditors remuneration",075,79750
"Other",076,898508
"Indirect taxation",077,302969
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,7681464
"Nontrading and capital items (total of items 80 to 83)",079,-723571
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-30388
"Impairment of property and equipment~ software and other",082,-701618
"Other nontrading and capital items",083,8435
"Share of profit / (loss) of associates and joint ventures",084,59917
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,7017811
"Direct taxation",086,1597144
"Profit / (loss) for the year (item 85 less 86)",087,5420666
"Equity holders of the company",088,5248256
"Preference shareholders and minority shareholders interest",089,1385
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,19417070
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,12474119
