Date,May 2016
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,29178768
"Shortterm negotiable securities",002,1555591
"Loans and advances to customers (total of items 4 to 13)",003,26297570
"Homeloans",004,7428410
"Commercial mortgages",005,2845569
"Credit cards",006,1487683
"Lease and instalment debtors",007,3449983
"Overdrafts",008,1687273
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,362879
"Trade~ other bills and bankers' acceptances",010,47773
"Term loans",011,6630991
"Factoring accounts",012,112038
"Other",013,2244977
"Government and other dated securities",014,1844398
"Less: interest income on trading assets allocated to trading revenue",015,518792
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,16699924
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,17675251
"Current accounts",018,2354066
"Savings deposits",019,847054
"Term and other deposits (total of items 21 and 22)",020,10356416
"Fixed and notice deposits",021,6880159
"Other",022,3476256
"Negotiable certificates of deposit",023,2471478
"Other deposits and loans",024,1646237
"Other liabilities",025,-334690
"Term debt instruments",026,1244580
"Less: interest expense on trading liabilities allocated to trading revenue",027,1885217
"Net Interest Income (item 1 less item 16)",028,12478844
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,7945860
"Service charges",030,6024616
"Insurance commission",031,284109
"Exchange commission",032,279394
"Guarantees",033,87172
"Knowledge based fees",034,468370
"Other",035,802201
"Fee and commission expense (total of items 37 and 38)",036,1209463
"Brokerage fees paid",037,33325
"Other fees paid",038,1176138
"Net fee and commission income (item 29 less item 36)",039,6736397
"Net insurance premium revenue (total of items 41 and 42)",040,2814
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,-2448
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,226792
"Subsidiary companies",047,50400
"Other",048,176391
"Net trading income / (loss) (total of items 50 to 55)",049,1263250
"Foreign exchange",050,839951
"Debt securities",051,-22256
"Commodities",052,271937
"Derivative instruments",053,-1060947
"Equities",054,1048787
"Other",055,185777
"Other gains less losses (total of items 57 to 60)",056,-562660
"Fair value gains and losses through profit and loss",057,-563434
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,774
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,860456
"Rental income",062,158703
"Other",063,701753
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,8524599
"Gross operating income / (loss) (total of items 28 and 64)",065,21003443
Table 03
"Description of item",,
"Credit losses",066,2265713
"Operating expenses (total of items 68 to 76)",067,12209490
"Staff",068,6665901
"Computer processing",069,1214200
"Communication and travel",070,413104
"Occupation and accommodation",071,926628
"Marketing",072,393965
"Fees and insurances",073,719714
"Office equipment and consumables",074,357550
"Auditors remuneration",075,71756
"Other",076,1446675
"Indirect taxation",077,325288
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6202951
"Nontrading and capital items (total of items 80 to 83)",079,-16578
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,3553
"Impairment of property and equipment~ software and other",082,-1589
"Other nontrading and capital items",083,-18543
"Share of profit / (loss) of associates and joint ventures",084,51556
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6237929
"Direct taxation",086,1430064
"Profit / (loss) for the year (item 85 less 86)",087,4807864
"Equity holders of the company",088,4724557
"Preference shareholders and minority shareholders interest",089,1432
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,25719362
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,16395922
