Date,August 2018
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,34271374
"Shortterm negotiable securities",002,1747997
"Loans and advances to customers (total of items 4 to 13)",003,30516348
"Homeloans",004,7698062
"Commercial mortgages",005,2358060
"Credit cards",006,1820209
"Lease and instalment debtors",007,3733525
"Overdrafts",008,1857966
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,671575
"Trade~ other bills and bankers' acceptances",010,73270
"Term loans",011,6953795
"Factoring accounts",012,129496
"Other",013,5220389
"Government and other dated securities",014,2520756
"Less: interest income on trading assets allocated to trading revenue",015,513727
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,20302106
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,19881971
"Current accounts",018,2327702
"Savings deposits",019,964699
"Term and other deposits (total of items 21 and 22)",020,10819714
"Fixed and notice deposits",021,8077313
"Other",022,2742401
"Negotiable certificates of deposit",023,3850115
"Other deposits and loans",024,1919740
"Other liabilities",025,178379
"Term debt instruments",026,1418132
"Less: interest expense on trading liabilities allocated to trading revenue",027,1176376
"Net Interest Income (item 1 less item 16)",028,13969269
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,9273467
"Service charges",030,7252326
"Insurance commission",031,276386
"Exchange commission",032,352769
"Guarantees",033,85989
"Knowledge based fees",034,275391
"Other",035,1030607
"Fee and commission expense (total of items 37 and 38)",036,1419238
"Brokerage fees paid",037,50655
"Other fees paid",038,1368583
"Net fee and commission income (item 29 less item 36)",039,7854228
"Net insurance premium revenue (total of items 41 and 42)",040,97609
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,381037
"Subsidiary companies",047,172864
"Other",048,208173
"Net trading income / (loss) (total of items 50 to 55)",049,3155985
"Foreign exchange",050,2771171
"Debt securities",051,1075882
"Commodities",052,1260830
"Derivative instruments",053,-2665554
"Equities",054,654483
"Other",055,59174
"Other gains less losses (total of items 57 to 60)",056,-503264
"Fair value gains and losses through profit and loss",057,-497867
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-5397
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,853617
"Rental income",062,184192
"Other",063,669426
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,11839211
"Gross operating income / (loss) (total of items 28 and 64)",065,25808481
Table 03
"Description of item",,
"Credit losses",066,2919763
"Operating expenses (total of items 68 to 76)",067,15012882
"Staff",068,8256281
"Computer processing",069,1676380
"Communication and travel",070,519042
"Occupation and accommodation",071,1016968
"Marketing",072,577338
"Fees and insurances",073,1278900
"Office equipment and consumables",074,440190
"Auditors remuneration",075,109201
"Other",076,1138584
"Indirect taxation",077,487400
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,7388435
"Nontrading and capital items (total of items 80 to 83)",079,-4493
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,5868
"Impairment of property and equipment~ software and other",082,-7830
"Other nontrading and capital items",083,-2532
"Share of profit / (loss) of associates and joint ventures",084,4731
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,7388673
"Direct taxation",086,1643203
"Profit / (loss) for the year (item 85 less 86)",087,5745470
"Equity holders of the company",088,5359496
"Preference shareholders and minority shareholders interest",089,289509
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,29468573
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,19938312
