Date,September 2019
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,35551138
"Shortterm negotiable securities",002,1730055
"Loans and advances to customers (total of items 4 to 13)",003,31855778
"Homeloans",004,7807514
"Commercial mortgages",005,2504283
"Credit cards",006,1611633
"Lease and instalment debtors",007,3822855
"Overdrafts",008,2003028
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,607187
"Trade, other bills and bankers' acceptances",010,73564
"Term loans",011,7747139
"Factoring accounts",012,140057
"Other",013,5538520
"Government and other dated securities",014,2525637
"Less: interest income on trading assets allocated to trading revenue",015,560330
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21028574
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,20134387
"Current accounts",018,2497521
"Savings deposits",019,1037812
"Term and other deposits (total of items 21 and 22)",020,10897312
"Fixed and notice deposits",021,8165475
"Other",022,2731837
"Negotiable certificates of deposit",023,3884698
"Other deposits and loans",024,1817044
"Other liabilities",025,653563
"Term debt instruments",026,1523479
"Less: interest expense on trading liabilities allocated to trading revenue",027,1282854
"Net Interest Income (item 1 less item 16)",028,14522564
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9516321
"Service charges",030,7561707
"Insurance commission",031,210498
"Exchange commission",032,356237
"Guarantees",033,94047
"Knowledge based fees",034,373695
"Other",035,920137
"Fee and commission expense (total of items 37 and 38)",036,1885299
"Brokerage fees paid",037,80126
"Other fees paid",038,1805173
"Net fee and commission income (item 29 less item 36)",039,7631022
"Net insurance premium revenue (total of items 41 and 42)",040,177212
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,11693
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,414815
"Subsidiary companies",047,219570
"Other",048,195245
"Net trading income / (loss) (total of items 50 to 55)",049,1080185
"Foreign exchange",050,587867
"Debt securities",051,622799
"Commodities",052,-543901
"Derivative instruments",053,595430
"Equities",054,26845
"Other",055,-208853
"Other gains less losses (total of items 57 to 60)",056,-196228
"Fair value gains and losses through profit and loss",057,-209198
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,12970
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,525887
"Rental income",062,188042
"Other",063,337845
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,9644586
"Gross operating income / (loss) (total of items 28 and 64)",065,24167152
Table 3
"Description of item",,-
"Credit losses",066,3249666
"Operating expenses (total of items 68 to 76)",067,14758217
"Staff",068,8492325
"Computer processing",069,1751803
"Communication and travel",070,527567
"Occupation and accommodation",071,867053
"Marketing",072,529451
"Fees and insurances",073,709089
"Office equipment and consumables",074,489686
"Auditors remuneration",075,101187
"Other",076,1290054
"Indirect taxation",077,219397
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,5939871
"Nontrading and capital items (total of items 80 to 83)",079,-181032
"Goodwill (impairment / realisation)",080,-6045
"Impairment of investments",081,-292
"Impairment of property and equipment, software and other",082,-94450
"Other nontrading and capital items",083,-80246
"Share of profit / (loss) of associates and joint ventures",084,131887
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,5890726
"Direct taxation",086,1224025
"Profit / (loss) for the year (item 85 less 86)",087,4666702
"Equity holders of the company",088,4647613
"Minority interest",089,104106
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,33577503
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,21108995
