Date,August 2019
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,36557406
"Shortterm negotiable securities",002,1994810
"Loans and advances to customers (total of items 4 to 13)",003,33046079
"Homeloans",004,8018605
"Commercial mortgages",005,2589960
"Credit cards",006,1585086
"Lease and instalment debtors",007,3979259
"Overdrafts",008,2033801
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,622204
"Trade, other bills and bankers' acceptances",010,72588
"Term loans",011,7837765
"Factoring accounts",012,135445
"Other",013,6171365
"Government and other dated securities",014,2773946
"Less: interest income on trading assets allocated to trading revenue",015,1257428
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,22119937
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,20782197
"Current accounts",018,2428423
"Savings deposits",019,1073036
"Term and other deposits (total of items 21 and 22)",020,12852350
"Fixed and notice deposits",021,9519426
"Other",022,3332924
"Negotiable certificates of deposit",023,2869704
"Other deposits and loans",024,1558687
"Other liabilities",025,878701
"Term debt instruments",026,1566450
"Less: interest expense on trading liabilities allocated to trading revenue",027,1107412
"Net Interest Income (item 1 less item 16)",028,14437469
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9564292
"Service charges",030,7743419
"Insurance commission",031,233837
"Exchange commission",032,345957
"Guarantees",033,101873
"Knowledge based fees",034,252118
"Other",035,887088
"Fee and commission expense (total of items 37 and 38)",036,1684014
"Brokerage fees paid",037,44816
"Other fees paid",038,1639199
"Net fee and commission income (item 29 less item 36)",039,7880278
"Net insurance premium revenue (total of items 41 and 42)",040,175960
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,50009
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,332992
"Subsidiary companies",047,495091
"Other",048,-162099
"Net trading income / (loss) (total of items 50 to 55)",049,1416583
"Foreign exchange",050,2130110
"Debt securities",051,2164796
"Commodities",052,2833668
"Derivative instruments",053,-5652193
"Equities",054,-658376
"Other",055,598575
"Other gains less losses (total of items 57 to 60)",056,227621
"Fair value gains and losses through profit and loss",057,207172
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,20450
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,679123
"Rental income",062,188986
"Other",063,490137
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,10762567
"Gross operating income / (loss) (total of items 28 and 64)",065,25200035
Table 3
"Description of item",,-
"Credit losses",066,2820835
"Operating expenses (total of items 68 to 76)",067,15554986
"Staff",068,8801945
"Computer processing",069,1896152
"Communication and travel",070,510236
"Occupation and accommodation",071,895177
"Marketing",072,524610
"Fees and insurances",073,1203713
"Office equipment and consumables",074,514499
"Auditors remuneration",075,85635
"Other",076,1123018
"Indirect taxation",077,445401
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,6378814
"Nontrading and capital items (total of items 80 to 83)",079,-9827
"Goodwill (impairment / realisation)",080,11950
"Impairment of investments",081,40
"Impairment of property and equipment, software and other",082,-20341
"Other nontrading and capital items",083,-1476
"Share of profit / (loss) of associates and joint ventures",084,34305
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,6403292
"Direct taxation",086,1495328
"Profit / (loss) for the year (item 85 less 86)",087,4907963
"Equity holders of the company",088,4540453
"Minority interest",089,278080
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,25909589
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,15932590
