Date,February 2019
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,32576965
"Shortterm negotiable securities",002,1644595
"Loans and advances to customers (total of items 4 to 13)",003,28854189
"Homeloans",004,7262391
"Commercial mortgages",005,2294534
"Credit cards",006,1646170
"Lease and instalment debtors",007,3569886
"Overdrafts",008,1865389
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,558450
"Trade~ other bills and bankers' acceptances",010,47719
"Term loans",011,7040251
"Factoring accounts",012,115218
"Other",013,4454181
"Government and other dated securities",014,2644485
"Less: interest income on trading assets allocated to trading revenue",015,566304
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,19474800
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,18599794
"Current accounts",018,2254420
"Savings deposits",019,926152
"Term and other deposits (total of items 21 and 22)",020,10329718
"Fixed and notice deposits",021,7225262
"Other",022,3104456
"Negotiable certificates of deposit",023,3517889
"Other deposits and loans",024,1571614
"Other liabilities",025,455976
"Term debt instruments",026,1405637
"Less: interest expense on trading liabilities allocated to trading revenue",027,986607
"Net Interest Income (item 1 less item 16)",028,13102165
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,8955812
"Service charges",030,7118566
"Insurance commission",031,223545
"Exchange commission",032,296358
"Guarantees",033,105230
"Knowledge based fees",034,251818
"Other",035,960296
"Fee and commission expense (total of items 37 and 38)",036,1434965
"Brokerage fees paid",037,42540
"Other fees paid",038,1392425
"Net fee and commission income (item 29 less item 36)",039,7520846
"Net insurance premium revenue (total of items 41 and 42)",040,128194
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,84371
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,925979
"Subsidiary companies",047,509004
"Other",048,416975
"Net trading income / (loss) (total of items 50 to 55)",049,1863296
"Foreign exchange",050,1867447
"Debt securities",051,-387705
"Commodities",052,695991
"Derivative instruments",053,-1045050
"Equities",054,-5139
"Other",055,737751
"Other gains less losses (total of items 57 to 60)",056,-347907
"Fair value gains and losses through profit and loss",057,-348268
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,360
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,839809
"Rental income",062,190587
"Other",063,649222
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,11014587
"Gross operating income / (loss) (total of items 28 and 64)",065,24116751
Table 03
"Description of item",,
"Credit losses",066,3519225
"Operating expenses (total of items 68 to 76)",067,14221049
"Staff",068,7965637
"Computer processing",069,1617024
"Communication and travel",070,491610
"Occupation and accommodation",071,915760
"Marketing",072,573532
"Fees and insurances",073,918988
"Office equipment and consumables",074,518348
"Auditors remuneration",075,96479
"Other",076,1123669
"Indirect taxation",077,398880
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,5977599
"Nontrading and capital items (total of items 80 to 83)",079,228426
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,575
"Impairment of property and equipment~ software and other",082,-15303
"Other nontrading and capital items",083,243154
"Share of profit / (loss) of associates and joint ventures",084,22434
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6228459
"Direct taxation",086,1360578
"Profit / (loss) for the year (item 85 less 86)",087,4867880
"Equity holders of the company",088,4740835
"Preference shareholders and minority shareholders interest",089,115060
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,28368710
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,18693024
