Date,July 2019
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,36480110
"Shortterm negotiable securities",002,2064079
"Loans and advances to customers (total of items 4 to 13)",003,31683335
"Homeloans",004,8092711
"Commercial mortgages",005,2549444
"Credit cards",006,1620383
"Lease and instalment debtors",007,3995405
"Overdrafts",008,2193670
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,632062
"Trade, other bills and bankers' acceptances",010,62383
"Term loans",011,7445741
"Factoring accounts",012,140607
"Other",013,4950929
"Government and other dated securities",014,2663655
"Less: interest income on trading assets allocated to trading revenue",015,-69041
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,22474521
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,22279539
"Current accounts",018,2693578
"Savings deposits",019,1069130
"Term and other deposits (total of items 21 and 22)",020,11318399
"Fixed and notice deposits",021,8010058
"Other",022,3308342
"Negotiable certificates of deposit",023,4291979
"Other deposits and loans",024,2906452
"Other liabilities",025,342174
"Term debt instruments",026,1491814
"Less: interest expense on trading liabilities allocated to trading revenue",027,1639005
"Net Interest Income (item 1 less item 16)",028,14005589
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9750462
"Service charges",030,7608686
"Insurance commission",031,226538
"Exchange commission",032,373101
"Guarantees",033,102118
"Knowledge based fees",034,290168
"Other",035,1149852
"Fee and commission expense (total of items 37 and 38)",036,1558114
"Brokerage fees paid",037,43953
"Other fees paid",038,1514162
"Net fee and commission income (item 29 less item 36)",039,8192348
"Net insurance premium revenue (total of items 41 and 42)",040,162427
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,56825
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,144683
"Subsidiary companies",047,12798
"Other",048,131885
"Net trading income / (loss) (total of items 50 to 55)",049,1332115
"Foreign exchange",050,-153402
"Debt securities",051,503405
"Commodities",052,156943
"Derivative instruments",053,164695
"Equities",054,238036
"Other",055,422438
"Other gains less losses (total of items 57 to 60)",056,-127796
"Fair value gains and losses through profit and loss",057,-152365
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,24569
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,395465
"Rental income",062,195602
"Other",063,199862
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,10156068
"Gross operating income / (loss) (total of items 28 and 64)",065,24161656
Table 3
"Description of item",,-
"Credit losses",066,2638387
"Operating expenses (total of items 68 to 76)",067,15375793
"Staff",068,8264795
"Computer processing",069,1834908
"Communication and travel",070,513986
"Occupation and accommodation",071,1035958
"Marketing",072,546754
"Fees and insurances",073,1304545
"Office equipment and consumables",074,503284
"Auditors remuneration",075,117520
"Other",076,1254044
"Indirect taxation",077,457420
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,5690057
"Nontrading and capital items (total of items 80 to 83)",079,3416
"Goodwill (impairment / realisation)",080,-5905
"Impairment of investments",081,3
"Impairment of property and equipment, software and other",082,15243
"Other nontrading and capital items",083,-5924
"Share of profit / (loss) of associates and joint ventures",084,23780
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,5717253
"Direct taxation",086,1144057
"Profit / (loss) for the year (item 85 less 86)",087,4573196
"Equity holders of the company",088,4377781
"Minority interest",089,97194
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,32443483
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,21803156
