Date,April 2014
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,20195652
"Shortterm negotiable securities",002,1014404
"Loans and advances to customers (total of items 4 to 13)",003,19524654
"Homeloans",004,5600031
"Commercial mortgages",005,1825773
"Credit cards",006,1168341
"Lease and instalment debtors",007,2769560
"Overdrafts",008,1352506
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,199029
"Trade~ other bills and bankers' acceptances",010,32548
"Term loans",011,5233794
"Factoring accounts",012,85607
"Other",013,1257463
"Government and other dated securities",014,1254314
"Less: interest income on trading assets allocated to trading revenue",015,1597720
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,10059141
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,10867948
"Current accounts",018,1792982
"Savings deposits",019,511306
"Term and other deposits (total of items 21 and 22)",020,6221070
"Fixed and notice deposits",021,3986383
"Other",022,2234687
"Negotiable certificates of deposit",023,1136091
"Other deposits and loans",024,1206499
"Other liabilities",025,26249
"Term debt instruments",026,850675
"Less: interest expense on trading liabilities allocated to trading revenue",027,1685732
"Net Interest Income (item 1 less item 16)",028,10136511
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6781397
"Service charges",030,4983748
"Insurance commission",031,276578
"Exchange commission",032,179420
"Guarantees",033,68630
"Knowledge based fees",034,339223
"Other",035,933798
"Fee and commission expense (total of items 37 and 38)",036,937558
"Brokerage fees paid",037,22356
"Other fees paid",038,915202
"Net fee and commission income (item 29 less item 36)",039,5843838
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,213007
"Subsidiary companies",047,90800
"Other",048,122207
"Net trading income / (loss) (total of items 50 to 55)",049,1614558
"Foreign exchange",050,570555
"Debt securities",051,263050
"Commodities",052,21603
"Derivative instruments",053,559539
"Equities",054,239326
"Other",055,-39515
"Other gains less losses (total of items 57 to 60)",056,-127066
"Fair value gains and losses through profit and loss",057,-126635
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-431
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,480246
"Rental income",062,102895
"Other",063,377351
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,8024580
"Gross operating income / (loss) (total of items 28 and 64)",065,18161092
Table 03
"Description of item",,
"Credit losses",066,3404915
"Operating expenses (total of items 68 to 76)",067,10156997
"Staff",068,5732192
"Computer processing",069,996123
"Communication and travel",070,392449
"Occupation and accommodation",071,857523
"Marketing",072,386870
"Fees and insurances",073,492444
"Office equipment and consumables",074,269139
"Auditors remuneration",075,74415
"Other",076,955844
"Indirect taxation",077,338845
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4260336
"Nontrading and capital items (total of items 80 to 83)",079,-7332
"Goodwill (impairment / realisation)",080,-4000
"Impairment of investments",081,248
"Impairment of property and equipment~ software and other",082,11278
"Other nontrading and capital items",083,-14858
"Share of profit / (loss) of associates and joint ventures",084,-5818
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4247186
"Direct taxation",086,1024367
"Profit / (loss) for the year (item 85 less 86)",087,3222819
"Equity holders of the company",088,3197498
"Preference shareholders and minority shareholders interest",089,1768
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,29467169
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,16075912
