Date,November 2014
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,22423652
"Shortterm negotiable securities",002,1184816
"Loans and advances to customers (total of items 4 to 13)",003,20704578
"Homeloans",004,5892897
"Commercial mortgages",005,2033201
"Credit cards",006,1174759
"Lease and instalment debtors",007,2886266
"Overdrafts",008,1280301
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,257623
"Trade~ other bills and bankers' acceptances",010,38981
"Term loans",011,5652067
"Factoring accounts",012,95067
"Other",013,1393418
"Government and other dated securities",014,1883595
"Less: interest income on trading assets allocated to trading revenue",015,1349337
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,11649724
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,12991763
"Current accounts",018,4013763
"Savings deposits",019,584522
"Term and other deposits (total of items 21 and 22)",020,7023947
"Fixed and notice deposits",021,4605363
"Other",022,2418584
"Negotiable certificates of deposit",023,2093980
"Other deposits and loans",024,-724446
"Other liabilities",025,88132
"Term debt instruments",026,903667
"Less: interest expense on trading liabilities allocated to trading revenue",027,2333839
"Net Interest Income (item 1 less item 16)",028,10773928
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,7049531
"Service charges",030,5358447
"Insurance commission",031,304177
"Exchange commission",032,214407
"Guarantees",033,79520
"Knowledge based fees",034,215939
"Other",035,877043
"Fee and commission expense (total of items 37 and 38)",036,895349
"Brokerage fees paid",037,25373
"Other fees paid",038,869977
"Net fee and commission income (item 29 less item 36)",039,6154183
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,226097
"Subsidiary companies",047,52000
"Other",048,174097
"Net trading income / (loss) (total of items 50 to 55)",049,1284496
"Foreign exchange",050,824235
"Debt securities",051,380714
"Commodities",052,44809
"Derivative instruments",053,-292061
"Equities",054,338179
"Other",055,-11380
"Other gains less losses (total of items 57 to 60)",056,102629
"Fair value gains and losses through profit and loss",057,109157
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-6528
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,189717
"Rental income",062,93908
"Other",063,95808
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7957122
"Gross operating income / (loss) (total of items 28 and 64)",065,18731049
Table 03
"Description of item",,
"Credit losses",066,2961919
"Operating expenses (total of items 68 to 76)",067,11238954
"Staff",068,6321241
"Computer processing",069,1123700
"Communication and travel",070,393367
"Occupation and accommodation",071,876455
"Marketing",072,527665
"Fees and insurances",073,696435
"Office equipment and consumables",074,359268
"Auditors remuneration",075,58046
"Other",076,882778
"Indirect taxation",077,331386
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4198789
"Nontrading and capital items (total of items 80 to 83)",079,-82428
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,141
"Impairment of property and equipment~ software and other",082,-66743
"Other nontrading and capital items",083,-15826
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4116362
"Direct taxation",086,1072092
"Profit / (loss) for the year (item 85 less 86)",087,3044270
"Equity holders of the company",088,2958430
"Preference shareholders and minority shareholders interest",089,1454
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,29665192
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,16704497
