Date,May 2014
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,21112981
"Shortterm negotiable securities",002,1062047
"Loans and advances to customers (total of items 4 to 13)",003,20183825
"Homeloans",004,5819793
"Commercial mortgages",005,1865382
"Credit cards",006,1204319
"Lease and instalment debtors",007,2863777
"Overdrafts",008,1279160
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,214077
"Trade~ other bills and bankers' acceptances",010,42266
"Term loans",011,5326564
"Factoring accounts",012,85294
"Other",013,1483194
"Government and other dated securities",014,1294488
"Less: interest income on trading assets allocated to trading revenue",015,1427381
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,10527919
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,12578646
"Current accounts",018,1565479
"Savings deposits",019,544770
"Term and other deposits (total of items 21 and 22)",020,7370963
"Fixed and notice deposits",021,4943205
"Other",022,2427759
"Negotiable certificates of deposit",023,1951726
"Other deposits and loans",024,1145707
"Other liabilities",025,188843
"Term debt instruments",026,920346
"Less: interest expense on trading liabilities allocated to trading revenue",027,3159918
"Net Interest Income (item 1 less item 16)",028,10585063
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6880473
"Service charges",030,5138901
"Insurance commission",031,269032
"Exchange commission",032,177339
"Guarantees",033,74990
"Knowledge based fees",034,276305
"Other",035,943906
"Fee and commission expense (total of items 37 and 38)",036,941895
"Brokerage fees paid",037,21827
"Other fees paid",038,920068
"Net fee and commission income (item 29 less item 36)",039,5938579
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,-73066
"Subsidiary companies",047,35398
"Other",048,-108465
"Net trading income / (loss) (total of items 50 to 55)",049,1878017
"Foreign exchange",050,501869
"Debt securities",051,213402
"Commodities",052,77204
"Derivative instruments",053,267316
"Equities",054,299389
"Other",055,518835
"Other gains less losses (total of items 57 to 60)",056,-37688
"Fair value gains and losses through profit and loss",057,-31638
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-6049
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,285091
"Rental income",062,92503
"Other",063,192588
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7990933
"Gross operating income / (loss) (total of items 28 and 64)",065,18575994
Table 03
"Description of item",,
"Credit losses",066,3102000
"Operating expenses (total of items 68 to 76)",067,10241414
"Staff",068,5761134
"Computer processing",069,1187227
"Communication and travel",070,420242
"Occupation and accommodation",071,884369
"Marketing",072,415284
"Fees and insurances",073,519315
"Office equipment and consumables",074,281983
"Auditors remuneration",075,62542
"Other",076,709321
"Indirect taxation",077,249512
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4983069
"Nontrading and capital items (total of items 80 to 83)",079,2956
"Goodwill (impairment / realisation)",080,4000
"Impairment of investments",081,-157
"Impairment of property and equipment~ software and other",082,-2295
"Other nontrading and capital items",083,1408
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4986025
"Direct taxation",086,1301696
"Profit / (loss) for the year (item 85 less 86)",087,3684328
"Equity holders of the company",088,3668235
"Preference shareholders and minority shareholders interest",089,1828
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,33313769
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,19195383
