Date,August 2022
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,39680841
"Shortterm negotiable securities",002,1840215
"Loans and advances to customers (total of items 4 to 13)",003,34035115
"Homeloans",004,8540931
"Commercial mortgages",005,2608348
"Credit cards",006,1683224
"Lease and instalment debtors",007,4123227
"Overdrafts",008,2112837
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,603563
"Trade, other bills and bankers' acceptances",010,61018
"Term loans",011,8601282
"Factoring accounts",012,179226
"Other",013,5521462
"Government and other dated securities",014,4410533
"Less: interest income on trading assets allocated to trading revenue",015,605021
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21447716
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,21423589
"Current accounts",018,2306296
"Savings deposits",019,1567740
"Term and other deposits (total of items 21 and 22)",020,13374474
"Fixed and notice deposits",021,8388412
"Other",022,4986062
"Negotiable certificates of deposit",023,2821516
"Other deposits and loans",024,1353562
"Other liabilities",025,473727
"Term debt instruments",026,1246939
"Less: interest expense on trading liabilities allocated to trading revenue",027,1696540
"Net Interest Income (item 1 less item 16)",028,18233125
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,11089794
"Service charges",030,8710891
"Insurance commission",031,242150
"Exchange commission",032,430987
"Guarantees",033,106457
"Knowledge based fees",034,464378
"Other",035,1134933
"Fee and commission expense (total of items 37 and 38)",036,2326020
"Brokerage fees paid",037,38005
"Other fees paid",038,2288016
"Net fee and commission income (item 29 less item 36)",039,8763773
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,115837
"Subsidiary companies",047,0
"Other",048,115837
"Net trading income / (loss) (total of items 50 to 55)",049,2037025
"Foreign exchange",050,627098
"Debt securities",051,603304
"Commodities",052,120505
"Derivative instruments",053,350327
"Equities",054,563248
"Other",055,-227458
"Other gains less losses (total of items 57 to 60)",056,29445
"Fair value gains and losses through profit and loss",057,29445
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,0
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,996365
"Rental income",062,201720
"Other",063,794645
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,11942447
"Gross operating income / (loss) (total of items 28 and 64)",065,30175572
Table 3
"Description of item",,-
"Credit losses",066,3100189
"Operating expenses (total of items 68 to 76)",067,17538337
"Staff",068,9964413
"Computer processing",069,2457359
"Communication and travel",070,518765
"Occupation and accommodation",071,958642
"Marketing",072,575900
"Fees and insurances",073,1281600
"Office equipment and consumables",074,324436
"Auditors remuneration",075,136489
"Other",076,1320732
"Indirect taxation",077,487456
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,9049590
"Nontrading and capital items (total of items 80 to 83)",079,-34706
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-57819
"Impairment of property and equipment, software and other",082,-1705
"Other nontrading and capital items",083,24820
"Share of profit / (loss) of associates and joint ventures",084,1421
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,9016306
"Direct taxation",086,2050976
"Profit / (loss) for the year (item 85 less 86)",087,6965329
"Equity holders of the company",088,6760461
"Minority interest",089,194963
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,34092836
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,19646211
