Date,July 2022
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,36475414
"Shortterm negotiable securities",002,1654726
"Loans and advances to customers (total of items 4 to 13)",003,31193308
"Homeloans",004,7996083
"Commercial mortgages",005,2505242
"Credit cards",006,1554412
"Lease and instalment debtors",007,3872107
"Overdrafts",008,1979324
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,575533
"Trade, other bills and bankers' acceptances",010,60043
"Term loans",011,8063410
"Factoring accounts",012,145194
"Other",013,4441960
"Government and other dated securities",014,4099117
"Less: interest income on trading assets allocated to trading revenue",015,471738
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,19473827
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,19213568
"Current accounts",018,2229372
"Savings deposits",019,1439472
"Term and other deposits (total of items 21 and 22)",020,11881373
"Fixed and notice deposits",021,7599535
"Other",022,4281838
"Negotiable certificates of deposit",023,2554783
"Other deposits and loans",024,1108565
"Other liabilities",025,542829
"Term debt instruments",026,1155817
"Less: interest expense on trading liabilities allocated to trading revenue",027,1438386
"Net Interest Income (item 1 less item 16)",028,17001587
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,11026164
"Service charges",030,8679587
"Insurance commission",031,251085
"Exchange commission",032,419821
"Guarantees",033,104967
"Knowledge based fees",034,324565
"Other",035,1246141
"Fee and commission expense (total of items 37 and 38)",036,2332083
"Brokerage fees paid",037,32776
"Other fees paid",038,2299307
"Net fee and commission income (item 29 less item 36)",039,8694082
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,25732
"Subsidiary companies",047,0
"Other",048,25732
"Net trading income / (loss) (total of items 50 to 55)",049,1616725
"Foreign exchange",050,1107109
"Debt securities",051,1516020
"Commodities",052,-283354
"Derivative instruments",053,-549367
"Equities",054,-862212
"Other",055,688530
"Other gains less losses (total of items 57 to 60)",056,415660
"Fair value gains and losses through profit and loss",057,419150
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-3490
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,636198
"Rental income",062,193376
"Other",063,442822
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,11388396
"Gross operating income / (loss) (total of items 28 and 64)",065,28389983
Table 3
"Description of item",,-
"Credit losses",066,2872955
"Operating expenses (total of items 68 to 76)",067,16853853
"Staff",068,9657661
"Computer processing",069,2496050
"Communication and travel",070,455430
"Occupation and accommodation",071,958058
"Marketing",072,594512
"Fees and insurances",073,1097153
"Office equipment and consumables",074,291050
"Auditors remuneration",075,113528
"Other",076,1190408
"Indirect taxation",077,452274
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,8210900
"Nontrading and capital items (total of items 80 to 83)",079,-18495
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-21466
"Impairment of property and equipment, software and other",082,-10312
"Other nontrading and capital items",083,13283
"Share of profit / (loss) of associates and joint ventures",084,1021
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,8193426
"Direct taxation",086,2004958
"Profit / (loss) for the year (item 85 less 86)",087,6188468
"Equity holders of the company",088,6121193
"Minority interest",089,70355
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,29972707
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,24549248
