Date,December 2017
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,32602657
"Shortterm negotiable securities",002,1867947
"Loans and advances to customers (total of items 4 to 13)",003,28965460
"Homeloans",004,7721160
"Commercial mortgages",005,2404824
"Credit cards",006,1471472
"Lease and instalment debtors",007,3661868
"Overdrafts",008,1920662
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,466398
"Trade~ other bills and bankers' acceptances",010,68692
"Term loans",011,7042566
"Factoring accounts",012,128496
"Other",013,4079318
"Government and other dated securities",014,2283976
"Less: interest income on trading assets allocated to trading revenue",015,514725
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,18527699
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,18671597
"Current accounts",018,2497343
"Savings deposits",019,962255
"Term and other deposits (total of items 21 and 22)",020,9291185
"Fixed and notice deposits",021,6393013
"Other",022,2898172
"Negotiable certificates of deposit",023,3951943
"Other deposits and loans",024,1968872
"Other liabilities",025,499045
"Term debt instruments",026,2038218
"Less: interest expense on trading liabilities allocated to trading revenue",027,2681162
"Net Interest Income (item 1 less item 16)",028,14074958
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,9993537
"Service charges",030,7537183
"Insurance commission",031,306385
"Exchange commission",032,303873
"Guarantees",033,98857
"Knowledge based fees",034,703444
"Other",035,1043796
"Fee and commission expense (total of items 37 and 38)",036,1469031
"Brokerage fees paid",037,27674
"Other fees paid",038,1441357
"Net fee and commission income (item 29 less item 36)",039,8524507
"Net insurance premium revenue (total of items 41 and 42)",040,82458
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,965442
"Subsidiary companies",047,658119
"Other",048,307323
"Net trading income / (loss) (total of items 50 to 55)",049,1229222
"Foreign exchange",050,1226690
"Debt securities",051,-672140
"Commodities",052,-1557251
"Derivative instruments",053,1835721
"Equities",054,-57892
"Other",055,454096
"Other gains less losses (total of items 57 to 60)",056,949398
"Fair value gains and losses through profit and loss",057,848531
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,100867
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,385022
"Rental income",062,187023
"Other",063,197998
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,12136048
"Gross operating income / (loss) (total of items 28 and 64)",065,26211008
Table 03
"Description of item",,
"Credit losses",066,1999979
"Operating expenses (total of items 68 to 76)",067,13145988
"Staff",068,7344464
"Computer processing",069,1532918
"Communication and travel",070,542416
"Occupation and accommodation",071,1051875
"Marketing",072,603375
"Fees and insurances",073,692358
"Office equipment and consumables",074,418341
"Auditors remuneration",075,90151
"Other",076,870090
"Indirect taxation",077,462968
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,10602070
"Nontrading and capital items (total of items 80 to 83)",079,-548125
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,14690
"Impairment of property and equipment~ software and other",082,-497102
"Other nontrading and capital items",083,-65714
"Share of profit / (loss) of associates and joint ventures",084,70628
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,10124573
"Direct taxation",086,2309114
"Profit / (loss) for the year (item 85 less 86)",087,7815459
"Equity holders of the company",088,7730550
"Preference shareholders and minority shareholders interest",089,48852
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,25775079
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,8549877
