Date,October 2020
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,28479733
"Shortterm negotiable securities",002,1058641
"Loans and advances to customers (total of items 4 to 13)",003,24410397
"Homeloans",004,5666310
"Commercial mortgages",005,1946782
"Credit cards",006,1333512
"Lease and instalment debtors",007,3210074
"Overdrafts",008,1554975
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,519992
"Trade, other bills and bankers' acceptances",010,53375
"Term loans",011,6829720
"Factoring accounts",012,74740
"Other",013,3220918
"Government and other dated securities",014,3395786
"Less: interest income on trading assets allocated to trading revenue",015,385092
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,13924258
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,13207668
"Current accounts",018,1783285
"Savings deposits",019,838094
"Term and other deposits (total of items 21 and 22)",020,7683115
"Fixed and notice deposits",021,5537470
"Other",022,2145645
"Negotiable certificates of deposit",023,2120516
"Other deposits and loans",024,782658
"Other liabilities",025,642792
"Term debt instruments",026,1123314
"Less: interest expense on trading liabilities allocated to trading revenue",027,1049518
"Net Interest Income (item 1 less item 16)",028,14555476
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9598496
"Service charges",030,7640587
"Insurance commission",031,231942
"Exchange commission",032,334874
"Guarantees",033,102142
"Knowledge based fees",034,257253
"Other",035,1031696
"Fee and commission expense (total of items 37 and 38)",036,1586920
"Brokerage fees paid",037,42385
"Other fees paid",038,1544534
"Net fee and commission income (item 29 less item 36)",039,8011576
"Net insurance premium revenue (total of items 41 and 42)",040,341376
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,-222419
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,131876
"Subsidiary companies",047,223
"Other",048,131653
"Net trading income / (loss) (total of items 50 to 55)",049,1550706
"Foreign exchange",050,-95630
"Debt securities",051,801773
"Commodities",052,-195751
"Derivative instruments",053,727210
"Equities",054,-2502412
"Other",055,2815514
"Other gains less losses (total of items 57 to 60)",056,269595
"Fair value gains and losses through profit and loss",057,251202
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,18393
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,189290
"Rental income",062,113120
"Other",063,76169
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,10272002
"Gross operating income / (loss) (total of items 28 and 64)",065,24827477
Table 3
"Description of item",,-
"Credit losses",066,3370371
"Operating expenses (total of items 68 to 76)",067,14730549
"Staff",068,8355477
"Computer processing",069,2042816
"Communication and travel",070,382063
"Occupation and accommodation",071,840974
"Marketing",072,472819
"Fees and insurances",073,1174966
"Office equipment and consumables",074,501890
"Auditors remuneration",075,93283
"Other",076,866260
"Indirect taxation",077,419229
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,6307326
"Nontrading and capital items (total of items 80 to 83)",079,-116531
"Goodwill (impairment / realisation)",080,-2963
"Impairment of investments",081,1598
"Impairment of property and equipment, software and other",082,-70602
"Other nontrading and capital items",083,-44564
"Share of profit / (loss) of associates and joint ventures",084,23773
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,6214569
"Direct taxation",086,1346899
"Profit / (loss) for the year (item 85 less 86)",087,4867670
"Equity holders of the company",088,4815742
"Minority interest",089,-47568
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,24125936
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,14827268
