Date,March 2020
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,36098645
"Shortterm negotiable securities",002,1533991
"Loans and advances to customers (total of items 4 to 13)",003,32030041
"Homeloans",004,7552842
"Commercial mortgages",005,2491518
"Credit cards",006,1625053
"Lease and instalment debtors",007,3899905
"Overdrafts",008,2107778
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,712015
"Trade, other bills and bankers' acceptances",010,68632
"Term loans",011,8522552
"Factoring accounts",012,135865
"Other",013,4913880
"Government and other dated securities",014,3040745
"Less: interest income on trading assets allocated to trading revenue",015,506131
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21231758
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,21068663
"Current accounts",018,2612559
"Savings deposits",019,1065527
"Term and other deposits (total of items 21 and 22)",020,12210856
"Fixed and notice deposits",021,9098572
"Other",022,3112284
"Negotiable certificates of deposit",023,3551669
"Other deposits and loans",024,1628054
"Other liabilities",025,478725
"Term debt instruments",026,1539937
"Less: interest expense on trading liabilities allocated to trading revenue",027,1855567
"Net Interest Income (item 1 less item 16)",028,14866888
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,10189072
"Service charges",030,7894075
"Insurance commission",031,236163
"Exchange commission",032,340718
"Guarantees",033,101386
"Knowledge based fees",034,377137
"Other",035,1239593
"Fee and commission expense (total of items 37 and 38)",036,2024162
"Brokerage fees paid",037,37804
"Other fees paid",038,1986358
"Net fee and commission income (item 29 less item 36)",039,8164910
"Net insurance premium revenue (total of items 41 and 42)",040,227538
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,23715
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,-36494
"Subsidiary companies",047,-281274
"Other",048,244780
"Net trading income / (loss) (total of items 50 to 55)",049,2190310
"Foreign exchange",050,2836663
"Debt securities",051,9182
"Commodities",052,2849427
"Derivative instruments",053,-3498380
"Equities",054,126456
"Other",055,-133037
"Other gains less losses (total of items 57 to 60)",056,75291
"Fair value gains and losses through profit and loss",057,74764
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,527
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,518567
"Rental income",062,220698
"Other",063,297870
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,11163839
"Gross operating income / (loss) (total of items 28 and 64)",065,26030728
Table 3
"Description of item",,-
"Credit losses",066,7016755
"Operating expenses (total of items 68 to 76)",067,14182296
"Staff",068,7476334
"Computer processing",069,1920767
"Communication and travel",070,444506
"Occupation and accommodation",071,916563
"Marketing",072,562628
"Fees and insurances",073,1123874
"Office equipment and consumables",074,467842
"Auditors remuneration",075,103969
"Other",076,1165810
"Indirect taxation",077,480883
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,4350795
"Nontrading and capital items (total of items 80 to 83)",079,-654939
"Goodwill (impairment / realisation)",080,-1025575
"Impairment of investments",081,370721
"Impairment of property and equipment, software and other",082,-2376
"Other nontrading and capital items",083,2291
"Share of profit / (loss) of associates and joint ventures",084,-101225
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,3594631
"Direct taxation",086,972683
"Profit / (loss) for the year (item 85 less 86)",087,2621947
"Equity holders of the company",088,2352739
"Minority interest",089,256542
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,32508860
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,21268073
