Date,September 2015
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,24207145
"Shortterm negotiable securities",002,1315531
"Loans and advances to customers (total of items 4 to 13)",003,22833526
"Homeloans",004,6336226
"Commercial mortgages",005,2334477
"Credit cards",006,1345341
"Lease and instalment debtors",007,3047784
"Overdrafts",008,1493855
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,256050
"Trade~ other bills and bankers' acceptances",010,47527
"Term loans",011,5746011
"Factoring accounts",012,94360
"Other",013,2131897
"Government and other dated securities",014,1241837
"Less: interest income on trading assets allocated to trading revenue",015,1183750
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,12940700
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,14877803
"Current accounts",018,925878
"Savings deposits",019,673930
"Term and other deposits (total of items 21 and 22)",020,6981846
"Fixed and notice deposits",021,4174397
"Other",022,2807450
"Negotiable certificates of deposit",023,2359705
"Other deposits and loans",024,3936444
"Other liabilities",025,76391
"Term debt instruments",026,1043285
"Less: interest expense on trading liabilities allocated to trading revenue",027,3056778
"Net Interest Income (item 1 less item 16)",028,11266444
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,7263850
"Service charges",030,5420358
"Insurance commission",031,275405
"Exchange commission",032,256170
"Guarantees",033,79782
"Knowledge based fees",034,277427
"Other",035,954707
"Fee and commission expense (total of items 37 and 38)",036,942236
"Brokerage fees paid",037,27820
"Other fees paid",038,914418
"Net fee and commission income (item 29 less item 36)",039,6321614
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,132719
"Subsidiary companies",047,0
"Other",048,132719
"Net trading income / (loss) (total of items 50 to 55)",049,1368336
"Foreign exchange",050,1016844
"Debt securities",051,-179755
"Commodities",052,256434
"Derivative instruments",053,-1070610
"Equities",054,705429
"Other",055,639996
"Other gains less losses (total of items 57 to 60)",056,283663
"Fair value gains and losses through profit and loss",057,255142
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,28521
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,342982
"Rental income",062,121532
"Other",063,221448
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,8449314
"Gross operating income / (loss) (total of items 28 and 64)",065,19715757
Table 03
"Description of item",,
"Credit losses",066,4615536
"Operating expenses (total of items 68 to 76)",067,11894086
"Staff",068,6444647
"Computer processing",069,1277421
"Communication and travel",070,500249
"Occupation and accommodation",071,925920
"Marketing",072,529140
"Fees and insurances",073,701424
"Office equipment and consumables",074,313207
"Auditors remuneration",075,57444
"Other",076,1144636
"Indirect taxation",077,349404
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,2856732
"Nontrading and capital items (total of items 80 to 83)",079,-369724
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-334
"Impairment of property and equipment~ software and other",082,-32028
"Other nontrading and capital items",083,-337362
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,2487009
"Direct taxation",086,1297488
"Profit / (loss) for the year (item 85 less 86)",087,1189520
"Equity holders of the company",088,1078295
"Preference shareholders and minority shareholders interest",089,804
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,21446027
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,14032916
