Date,January 2020
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,36422421
"Shortterm negotiable securities",002,1736355
"Loans and advances to customers (total of items 4 to 13)",003,32355083
"Homeloans",004,8055553
"Commercial mortgages",005,2651587
"Credit cards",006,1704026
"Lease and instalment debtors",007,4011531
"Overdrafts",008,2130642
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,658037
"Trade, other bills and bankers' acceptances",010,74147
"Term loans",011,8412031
"Factoring accounts",012,132256
"Other",013,4525272
"Government and other dated securities",014,2877611
"Less: interest income on trading assets allocated to trading revenue",015,546629
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21323803
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,20809404
"Current accounts",018,2531017
"Savings deposits",019,1130036
"Term and other deposits (total of items 21 and 22)",020,11652563
"Fixed and notice deposits",021,8469056
"Other",022,3183507
"Negotiable certificates of deposit",023,3748019
"Other deposits and loans",024,1747769
"Other liabilities",025,470259
"Term debt instruments",026,1535974
"Less: interest expense on trading liabilities allocated to trading revenue",027,1491833
"Net Interest Income (item 1 less item 16)",028,15098616
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9515804
"Service charges",030,7646467
"Insurance commission",031,203058
"Exchange commission",032,339714
"Guarantees",033,106858
"Knowledge based fees",034,202394
"Other",035,1017312
"Fee and commission expense (total of items 37 and 38)",036,1690036
"Brokerage fees paid",037,34295
"Other fees paid",038,1655742
"Net fee and commission income (item 29 less item 36)",039,7825767
"Net insurance premium revenue (total of items 41 and 42)",040,200651
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,69585
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,352768
"Subsidiary companies",047,193841
"Other",048,158927
"Net trading income / (loss) (total of items 50 to 55)",049,1548237
"Foreign exchange",050,1680498
"Debt securities",051,312745
"Commodities",052,1750425
"Derivative instruments",053,-2762960
"Equities",054,-27061
"Other",055,594593
"Other gains less losses (total of items 57 to 60)",056,143027
"Fair value gains and losses through profit and loss",057,120191
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,22837
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,925117
"Rental income",062,223121
"Other",063,701996
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,11065151
"Gross operating income / (loss) (total of items 28 and 64)",065,26163767
Table 3
"Description of item",,-
"Credit losses",066,4291002
"Operating expenses (total of items 68 to 76)",067,14281578
"Staff",068,7809671
"Computer processing",069,2011716
"Communication and travel",070,448833
"Occupation and accommodation",071,834172
"Marketing",072,468348
"Fees and insurances",073,969531
"Office equipment and consumables",074,464304
"Auditors remuneration",075,133336
"Other",076,1141670
"Indirect taxation",077,542455
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,7048733
"Nontrading and capital items (total of items 80 to 83)",079,-28428
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,3105
"Impairment of property and equipment, software and other",082,-24777
"Other nontrading and capital items",083,-6757
"Share of profit / (loss) of associates and joint ventures",084,29117
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,7049422
"Direct taxation",086,1501643
"Profit / (loss) for the year (item 85 less 86)",087,5547778
"Equity holders of the company",088,5413582
"Minority interest",089,-2283
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,32186564
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,20642298
