Date,November 2019
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,34572510
"Shortterm negotiable securities",002,1695754
"Loans and advances to customers (total of items 4 to 13)",003,30105415
"Homeloans",004,7408852
"Commercial mortgages",005,2468235
"Credit cards",006,1664370
"Lease and instalment debtors",007,3989470
"Overdrafts",008,1965311
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,619577
"Trade, other bills and bankers' acceptances",010,66195
"Term loans",011,8140035
"Factoring accounts",012,150065
"Other",013,3633306
"Government and other dated securities",014,3251115
"Less: interest income on trading assets allocated to trading revenue",015,479774
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,19955966
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,19595667
"Current accounts",018,2491739
"Savings deposits",019,1113249
"Term and other deposits (total of items 21 and 22)",020,10919112
"Fixed and notice deposits",021,7684546
"Other",022,3234566
"Negotiable certificates of deposit",023,3846469
"Other deposits and loans",024,1225098
"Other liabilities",025,620270
"Term debt instruments",026,1608051
"Less: interest expense on trading liabilities allocated to trading revenue",027,1868021
"Net Interest Income (item 1 less item 16)",028,14616543
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,10032824
"Service charges",030,7926938
"Insurance commission",031,244620
"Exchange commission",032,342396
"Guarantees",033,95407
"Knowledge based fees",034,303013
"Other",035,1120449
"Fee and commission expense (total of items 37 and 38)",036,1707199
"Brokerage fees paid",037,39170
"Other fees paid",038,1668029
"Net fee and commission income (item 29 less item 36)",039,8325624
"Net insurance premium revenue (total of items 41 and 42)",040,192567
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,-83
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,174324
"Subsidiary companies",047,16043
"Other",048,158281
"Net trading income / (loss) (total of items 50 to 55)",049,998812
"Foreign exchange",050,-615168
"Debt securities",051,82420
"Commodities",052,-1278969
"Derivative instruments",053,2746762
"Equities",054,84262
"Other",055,-20495
"Other gains less losses (total of items 57 to 60)",056,442882
"Fair value gains and losses through profit and loss",057,442483
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,399
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,330975
"Rental income",062,207046
"Other",063,123930
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,10465102
"Gross operating income / (loss) (total of items 28 and 64)",065,25081644
Table 3
"Description of item",,-
"Credit losses",066,3043769
"Operating expenses (total of items 68 to 76)",067,15253067
"Staff",068,8196602
"Computer processing",069,1897933
"Communication and travel",070,571866
"Occupation and accommodation",071,808885
"Marketing",072,721581
"Fees and insurances",073,1006692
"Office equipment and consumables",074,469828
"Auditors remuneration",075,185168
"Other",076,1394511
"Indirect taxation",077,454779
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,6330029
"Nontrading and capital items (total of items 80 to 83)",079,-224344
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-520
"Impairment of property and equipment, software and other",082,-216084
"Other nontrading and capital items",083,-7739
"Share of profit / (loss) of associates and joint ventures",084,25137
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,6130822
"Direct taxation",086,1402451
"Profit / (loss) for the year (item 85 less 86)",087,4728370
"Equity holders of the company",088,4604497
"Minority interest",089,100240
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,25357172
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,19520957
