Date,October 2019
Institution,TOTAL BANKS
Form Type,BA120-BA120 Forms
Values are in R'000 (thousands)

Table 1
"Description of item",,-
"Interest and similar income (total of items 2, 3 and 14, less item 15)",001,35719180
"Shortterm negotiable securities",002,1908727
"Loans and advances to customers (total of items 4 to 13)",003,31484167
"Homeloans",004,8107206
"Commercial mortgages",005,2625326
"Credit cards",006,1630824
"Lease and instalment debtors",007,4039688
"Overdrafts",008,2108129
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,635367
"Trade, other bills and bankers' acceptances",010,84787
"Term loans",011,6906058
"Factoring accounts",012,148522
"Other",013,5198258
"Government and other dated securities",014,2893153
"Less: interest income on trading assets allocated to trading revenue",015,566867
"Interest expense and similar charges (total of items 17, 25 and 26, less item 27)",016,21025246
"Deposits, current accounts and other (total of items 18 to 20, 23 and 24)",017,20278671
"Current accounts",018,2525467
"Savings deposits",019,1142117
"Term and other deposits (total of items 21 and 22)",020,12616340
"Fixed and notice deposits",021,9244855
"Other",022,3371485
"Negotiable certificates of deposit",023,4012243
"Other deposits and loans",024,-17496
"Other liabilities",025,784137
"Term debt instruments",026,1495350
"Less: interest expense on trading liabilities allocated to trading revenue",027,1532911
"Net Interest Income (item 1 less item 16)",028,14693934
Table 2
"Description of item",,-
"Fee and commission income (total of items 30 to 35)",029,9676242
"Service charges",030,7587532
"Insurance commission",031,211090
"Exchange commission",032,371148
"Guarantees",033,96955
"Knowledge based fees",034,284694
"Other",035,1124824
"Fee and commission expense (total of items 37 and 38)",036,1470346
"Brokerage fees paid",037,43995
"Other fees paid",038,1426352
"Net fee and commission income (item 29 less item 36)",039,8205895
"Net insurance premium revenue (total of items 41 and 42)",040,193291
"Insurance premium revenue",041,-
"Insurance premium ceded to reinsurers",042,-
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,-
"Reinsurance recoveries",045,-
"Dividend income (total of items 47 and 48)",046,212142
"Subsidiary companies",047,28345
"Other",048,183797
"Net trading income / (loss) (total of items 50 to 55)",049,1820646
"Foreign exchange",050,1455327
"Debt securities",051,-547268
"Commodities",052,240442
"Derivative instruments",053,631884
"Equities",054,-159401
"Other",055,199662
"Other gains less losses (total of items 57 to 60)",056,63803
"Fair value gains and losses through profit and loss",057,70793
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-6990
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,452972
"Rental income",062,212358
"Other",063,240614
"Non Interest revenue (total of items 39, 40, 43, 46, 49, 56 and 61)",064,10948749
"Gross operating income / (loss) (total of items 28 and 64)",065,25642683
Table 3
"Description of item",,-
"Credit losses",066,2784992
"Operating expenses (total of items 68 to 76)",067,15399424
"Staff",068,8559571
"Computer processing",069,1684885
"Communication and travel",070,545252
"Occupation and accommodation",071,904692
"Marketing",072,677297
"Fees and insurances",073,1036884
"Office equipment and consumables",074,469280
"Auditors remuneration",075,91346
"Other",076,1430215
"Indirect taxation",077,525491
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66, 67 and 77)",078,6932776
"Nontrading and capital items (total of items 80 to 83)",079,-1637
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,1322
"Impairment of property and equipment, software and other",082,-216
"Other nontrading and capital items",083,-2743
"Share of profit / (loss) of associates and joint ventures",084,30447
"Profit / (loss) before income tax (total of items 78, 79 and 84)",085,6961586
"Direct taxation",086,1551841
"Profit / (loss) for the year (item 85 less 86)",087,5409746
"Equity holders of the company",088,5196526
"Minority interest",089,95782
"Interest received on interest bearing loans and advances as reported in item 100 of the form BA 100",090,33898565
"Interest paid on interest bearing deposits as reported in item 110 of the form BA 100",091,19656891
