Date,December 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,19708496
"Shortterm negotiable securities",002,961527
"Loans and advances to customers (total of items 4 to 13)",003,18619478
"Homeloans",004,5447194
"Commercial mortgages",005,1755658
"Credit cards",006,1101251
"Lease and instalment debtors",007,2660986
"Overdrafts",008,1098831
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,198981
"Trade~ other bills and bankers' acceptances",010,28367
"Term loans",011,5135553
"Factoring accounts",012,82385
"Other",013,1110268
"Government and other dated securities",014,1241662
"Less: interest income on trading assets allocated to trading revenue",015,1114172
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,9637674
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,11429451
"Current accounts",018,842126
"Savings deposits",019,425975
"Term and other deposits (total of items 21 and 22)",020,5977022
"Fixed and notice deposits",021,4066851
"Other",022,1910171
"Negotiable certificates of deposit",023,1768229
"Other deposits and loans",024,2416098
"Other liabilities",025,-996360
"Term debt instruments",026,783580
"Less: interest expense on trading liabilities allocated to trading revenue",027,1578997
"Net Interest Income (item 1 less item 16)",028,10070821
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,8302492
"Service charges",030,6175021
"Insurance commission",031,312061
"Exchange commission",032,166423
"Guarantees",033,81208
"Knowledge based fees",034,484360
"Other",035,1083418
"Fee and commission expense (total of items 37 and 38)",036,961550
"Brokerage fees paid",037,22951
"Other fees paid",038,938598
"Net fee and commission income (item 29 less item 36)",039,7340941
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,351152
"Subsidiary companies",047,158744
"Other",048,192408
"Net trading income / (loss) (total of items 50 to 55)",049,1688179
"Foreign exchange",050,741025
"Debt securities",051,711640
"Commodities",052,47296
"Derivative instruments",053,225649
"Equities",054,-227195
"Other",055,189765
"Other gains less losses (total of items 57 to 60)",056,-55194
"Fair value gains and losses through profit and loss",057,-52865
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,-2329
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,592803
"Rental income",062,90144
"Other",063,502660
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,9917881
"Gross operating income / (loss) (total of items 28 and 64)",065,19988702
Table 03
"Description of item",,
"Credit losses",066,2975550
"Operating expenses (total of items 68 to 76)",067,10407566
"Staff",068,5581578
"Computer processing",069,981701
"Communication and travel",070,448791
"Occupation and accommodation",071,825948
"Marketing",072,411674
"Fees and insurances",073,559756
"Office equipment and consumables",074,316497
"Auditors remuneration",075,55938
"Other",076,1225685
"Indirect taxation",077,407472
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,6198115
"Nontrading and capital items (total of items 80 to 83)",079,-198078
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-140
"Impairment of property and equipment~ software and other",082,-174800
"Other nontrading and capital items",083,-23138
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,6000037
"Direct taxation",086,1354994
"Profit / (loss) for the year (item 85 less 86)",087,4645041
"Equity holders of the company",088,4541648
"Preference shareholders and minority shareholders interest",089,1726
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,18796980
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,12554405
