Date,May 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,18709169
"Shortterm negotiable securities",002,855707
"Loans and advances to customers (total of items 4 to 13)",003,19614283
"Homeloans",004,5216315
"Commercial mortgages",005,1722536
"Credit cards",006,1061281
"Lease and instalment debtors",007,2472835
"Overdrafts",008,1116108
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,192385
"Trade~ other bills and bankers' acceptances",010,31841
"Term loans",011,4050632
"Factoring accounts",012,80084
"Other",013,3670265
"Government and other dated securities",014,-705186
"Less: interest income on trading assets allocated to trading revenue",015,1055634
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,10358862
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,10215003
"Current accounts",018,1259025
"Savings deposits",019,347167
"Term and other deposits (total of items 21 and 22)",020,4931557
"Fixed and notice deposits",021,3305278
"Other",022,1626279
"Negotiable certificates of deposit",023,1894243
"Other deposits and loans",024,1783007
"Other liabilities",025,521675
"Term debt instruments",026,83670
"Less: interest expense on trading liabilities allocated to trading revenue",027,461486
"Net Interest Income (item 1 less item 16)",028,8350307
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6618629
"Service charges",030,4384841
"Insurance commission",031,262391
"Exchange commission",032,205197
"Guarantees",033,70556
"Knowledge based fees",034,317701
"Other",035,1377943
"Fee and commission expense (total of items 37 and 38)",036,762725
"Brokerage fees paid",037,23014
"Other fees paid",038,739711
"Net fee and commission income (item 29 less item 36)",039,5855904
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,252092
"Subsidiary companies",047,54229
"Other",048,197863
"Net trading income / (loss) (total of items 50 to 55)",049,1234032
"Foreign exchange",050,393459
"Debt securities",051,88976
"Commodities",052,61169
"Derivative instruments",053,823212
"Equities",054,201288
"Other",055,-334072
"Other gains less losses (total of items 57 to 60)",056,315484
"Fair value gains and losses through profit and loss",057,210800
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,104684
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,77868
"Rental income",062,62750
"Other",063,15118
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7735380
"Gross operating income / (loss) (total of items 28 and 64)",065,16085686
Table 03
"Description of item",,
"Credit losses",066,3654238
"Operating expenses (total of items 68 to 76)",067,9170430
"Staff",068,4923117
"Computer processing",069,982020
"Communication and travel",070,427240
"Occupation and accommodation",071,786079
"Marketing",072,379438
"Fees and insurances",073,453658
"Office equipment and consumables",074,297202
"Auditors remuneration",075,56723
"Other",076,864953
"Indirect taxation",077,310080
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,2950939
"Nontrading and capital items (total of items 80 to 83)",079,-4813
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,202
"Impairment of property and equipment~ software and other",082,-4333
"Other nontrading and capital items",083,-682
"Share of profit / (loss) of associates and joint ventures",084,-658
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,2945468
"Direct taxation",086,666295
"Profit / (loss) for the year (item 85 less 86)",087,2279174
"Equity holders of the company",088,2203722
"Preference shareholders and minority shareholders interest",089,1726
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,15872415
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,7532673
