Date,April 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,18762678
"Shortterm negotiable securities",002,897623
"Loans and advances to customers (total of items 4 to 13)",003,16904296
"Homeloans",004,4930654
"Commercial mortgages",005,1743100
"Credit cards",006,1025077
"Lease and instalment debtors",007,2385225
"Overdrafts",008,1075722
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,190266
"Trade~ other bills and bankers' acceptances",010,32422
"Term loans",011,5019257
"Factoring accounts",012,78253
"Other",013,424322
"Government and other dated securities",014,2082143
"Less: interest income on trading assets allocated to trading revenue",015,1121385
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,9899518
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,9291005
"Current accounts",018,1196622
"Savings deposits",019,331083
"Term and other deposits (total of items 21 and 22)",020,4911767
"Fixed and notice deposits",021,3484077
"Other",022,1427690
"Negotiable certificates of deposit",023,1841383
"Other deposits and loans",024,1010150
"Other liabilities",025,169745
"Term debt instruments",026,1154584
"Less: interest expense on trading liabilities allocated to trading revenue",027,715816
"Net Interest Income (item 1 less item 16)",028,8863159
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6363688
"Service charges",030,4420965
"Insurance commission",031,249422
"Exchange commission",032,161093
"Guarantees",033,83967
"Knowledge based fees",034,180129
"Other",035,1268113
"Fee and commission expense (total of items 37 and 38)",036,762799
"Brokerage fees paid",037,29088
"Other fees paid",038,733711
"Net fee and commission income (item 29 less item 36)",039,5600889
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,125969
"Subsidiary companies",047,39000
"Other",048,86969
"Net trading income / (loss) (total of items 50 to 55)",049,1825897
"Foreign exchange",050,53949
"Debt securities",051,1221790
"Commodities",052,40888
"Derivative instruments",053,-661805
"Equities",054,594998
"Other",055,576077
"Other gains less losses (total of items 57 to 60)",056,28101
"Fair value gains and losses through profit and loss",057,-58483
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,86584
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,56143
"Rental income",062,73026
"Other",063,-16883
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7637000
"Gross operating income / (loss) (total of items 28 and 64)",065,16500160
Table 03
"Description of item",,
"Credit losses",066,3149965
"Operating expenses (total of items 68 to 76)",067,8748618
"Staff",068,4900051
"Computer processing",069,884461
"Communication and travel",070,408048
"Occupation and accommodation",071,796519
"Marketing",072,388018
"Fees and insurances",073,387176
"Office equipment and consumables",074,294775
"Auditors remuneration",075,45853
"Other",076,643717
"Indirect taxation",077,304654
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4296923
"Nontrading and capital items (total of items 80 to 83)",079,-9063
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,-43
"Impairment of property and equipment~ software and other",082,-4329
"Other nontrading and capital items",083,-4691
"Share of profit / (loss) of associates and joint ventures",084,584
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4288443
"Direct taxation",086,1143588
"Profit / (loss) for the year (item 85 less 86)",087,3144855
"Equity holders of the company",088,3037598
"Preference shareholders and minority shareholders interest",089,1510
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,15522643
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,9362212
