Date,October 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,19933311
"Shortterm negotiable securities",002,981775
"Loans and advances to customers (total of items 4 to 13)",003,19007599
"Homeloans",004,5377530
"Commercial mortgages",005,1723626
"Credit cards",006,1094478
"Lease and instalment debtors",007,2609726
"Overdrafts",008,1094274
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,187279
"Trade~ other bills and bankers' acceptances",010,33403
"Term loans",011,5113699
"Factoring accounts",012,84458
"Other",013,1689127
"Government and other dated securities",014,1113078
"Less: interest income on trading assets allocated to trading revenue",015,1169140
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,9862632
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,12630285
"Current accounts",018,1311012
"Savings deposits",019,392651
"Term and other deposits (total of items 21 and 22)",020,5842809
"Fixed and notice deposits",021,3825636
"Other",022,2017174
"Negotiable certificates of deposit",023,2010818
"Other deposits and loans",024,3072994
"Other liabilities",025,-2529218
"Term debt instruments",026,846945
"Less: interest expense on trading liabilities allocated to trading revenue",027,1085382
"Net Interest Income (item 1 less item 16)",028,10070679
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6798519
"Service charges",030,5000843
"Insurance commission",031,285085
"Exchange commission",032,198101
"Guarantees",033,88975
"Knowledge based fees",034,278844
"Other",035,946672
"Fee and commission expense (total of items 37 and 38)",036,767462
"Brokerage fees paid",037,29426
"Other fees paid",038,738037
"Net fee and commission income (item 29 less item 36)",039,6031058
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,263545
"Subsidiary companies",047,180262
"Other",048,83283
"Net trading income / (loss) (total of items 50 to 55)",049,1627027
"Foreign exchange",050,648676
"Debt securities",051,91900
"Commodities",052,-23157
"Derivative instruments",053,525531
"Equities",054,575673
"Other",055,-191595
"Other gains less losses (total of items 57 to 60)",056,-133464
"Fair value gains and losses through profit and loss",057,-142310
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,8846
"Impairment of availableforsale equity securities",060,0
"Other operating income / (loss) (total of items 62 and 63)",061,372449
"Rental income",062,91217
"Other",063,281232
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,8160615
"Gross operating income / (loss) (total of items 28 and 64)",065,18231294
Table 03
"Description of item",,
"Credit losses",066,2666600
"Operating expenses (total of items 68 to 76)",067,10236865
"Staff",068,5743589
"Computer processing",069,1071141
"Communication and travel",070,436617
"Occupation and accommodation",071,818623
"Marketing",072,638179
"Fees and insurances",073,585117
"Office equipment and consumables",074,229530
"Auditors remuneration",075,62828
"Other",076,651241
"Indirect taxation",077,337911
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4989918
"Nontrading and capital items (total of items 80 to 83)",079,-28091
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,2135
"Impairment of property and equipment~ software and other",082,-28213
"Other nontrading and capital items",083,-2013
"Share of profit / (loss) of associates and joint ventures",084,0
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4961826
"Direct taxation",086,1386629
"Profit / (loss) for the year (item 85 less 86)",087,3575198
"Equity holders of the company",088,3508611
"Preference shareholders and minority shareholders interest",089,1725
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,22428054
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,13637515
