Date,February 2013
Institution,Total Banks
Form Type,BA120-BA120
Values are in R'000 (thousands)

Table 01
"Description of item",,
"Interest and similar income (total of items 2~ 3 and 14~ less item 15)",001,19610384
"Shortterm negotiable securities",002,792036
"Loans and advances to customers (total of items 4 to 13)",003,18544780
"Homeloans",004,4691825
"Commercial mortgages",005,1514778
"Credit cards",006,971820
"Lease and instalment debtors",007,2211762
"Overdrafts",008,1002400
"Redeemable preference shares and other equivalent instruments issued to provide credit",009,202289
"Trade~ other bills and bankers' acceptances",010,31524
"Term loans",011,4337355
"Factoring accounts",012,64147
"Other",013,3516878
"Government and other dated securities",014,1152729
"Less: interest income on trading assets allocated to trading revenue",015,879161
"Interest expense and similar charges (total of items 17~ 25 and 26~ less item 27)",016,11024705
"Deposits~ current accounts and other (total of items 18 to 20~ 23 and 24)",017,10661355
"Current accounts",018,826610
"Savings deposits",019,319399
"Term and other deposits (total of items 21 and 22)",020,4471243
"Fixed and notice deposits",021,3179004
"Other",022,1292239
"Negotiable certificates of deposit",023,1669354
"Other deposits and loans",024,3374750
"Other liabilities",025,87462
"Term debt instruments",026,673433
"Less: interest expense on trading liabilities allocated to trading revenue",027,397545
"Net Interest Income (item 1 less item 16)",028,8585679
Table 02
"Description of item",,
"Fee and commission income (total of items 30 to 35)",029,6102672
"Service charges",030,4164187
"Insurance commission",031,231268
"Exchange commission",032,161435
"Guarantees",033,69523
"Knowledge based fees",034,338085
"Other",035,1138172
"Fee and commission expense (total of items 37 and 38)",036,712285
"Brokerage fees paid",037,2256
"Other fees paid",038,710030
"Net fee and commission income (item 29 less item 36)",039,5390386
"Net insurance premium revenue (total of items 41 and 42)",040,0
"Insurance premium revenue",041,
"Insurance premium ceded to reinsurers",042,
"Net reinsurance income (total of items 44 and 45)",043,0
"Gross claims and benefits paid on insurance",044,
"Reinsurance recoveries",045,
"Dividend income (total of items 47 and 48)",046,97753
"Subsidiary companies",047,0
"Other",048,97753
"Net trading income / (loss) (total of items 50 to 55)",049,2012575
"Foreign exchange",050,457870
"Debt securities",051,1127703
"Commodities",052,58057
"Derivative instruments",053,-374333
"Equities",054,641372
"Other",055,101909
"Other gains less losses (total of items 57 to 60)",056,-51627
"Fair value gains and losses through profit and loss",057,-80336
"Fair value gains and losses on insurance liabilities",058,0
"Profit/ (loss) on sale of availableforsale assets",059,29105
"Impairment of availableforsale equity securities",060,-396
"Other operating income / (loss) (total of items 62 and 63)",061,442731
"Rental income",062,66710
"Other",063,376022
"Non Interest revenue (total of items 39~ 40~ 43~ 46~ 49~ 56 and 61)",064,7891817
"Gross operating income / (loss) (total of items 28 and 64)",065,16477496
Table 03
"Description of item",,
"Credit losses",066,3149633
"Operating expenses (total of items 68 to 76)",067,8442409
"Staff",068,4570214
"Computer processing",069,762030
"Communication and travel",070,375745
"Occupation and accommodation",071,810697
"Marketing",072,377706
"Fees and insurances",073,385874
"Office equipment and consumables",074,284427
"Auditors remuneration",075,42146
"Other",076,833570
"Indirect taxation",077,299035
"Operating profit / (loss) before nontrading and capital items (item 65 less items 66~ 67 and 77)",078,4586419
"Nontrading and capital items (total of items 80 to 83)",079,-8934
"Goodwill (impairment / realisation)",080,0
"Impairment of investments",081,2103
"Impairment of property and equipment~ software and other",082,-2878
"Other nontrading and capital items",083,-8159
"Share of profit / (loss) of associates and joint ventures",084,-1771
"Profit / (loss) before income tax (total of items 78~ 79 and 84)",085,4575715
"Direct taxation",086,999162
"Profit / (loss) for the year (item 85 less 86)",087,3576551
"Equity holders of the company",088,2803495
"Preference shareholders and minority shareholders interest",089,147469
"Interest received on interest bearing loans and advances as reported on line 126 of BA100",090,10466236
"Interest paid on interest bearing deposits as reported on line 127 of BA100",091,4397094
